experiment,repeat_id,sigma,a,direction,v_oracle,v_raw,v_iso,delta_v,treat_rate_oracle,treat_rate_raw,treat_rate_iso,raw_treated_true_positive_share,raw_treated_false_positive_share,iso_treated_true_positive_share,iso_treated_false_positive_share,mse_raw,mse_iso,cal_raw,cal_iso,t_theta,flip_rate,flip_count,beneficial_flip_rate,harmful_flip_rate,beneficial_flip_count,harmful_flip_count,beneficial_sign_share,harmful_sign_share,beneficial_value,harmful_value,mean_tau_flip_region,mean_abs_tau_flip_region,global_spearman,flip_region_spearman
sorting_additive_bias,154,0.05,-0.1,score_low_bias,0.965738151117986,0.962448889272705,0.962444029326203,-4.85994650190058e-06,0.1602,0.0042,0.2186,0.904761904761905,0.0952380952380952,0.458371454711802,0.541628545288198,0.0119504184916829,0.00426292568071359,0.0122762758959344,0.000188785127608628,-0.106682611219789,0.2144,1072,0.0964,0.118,482,590,0.449626865671642,0.550373134328358,0.0024935876851545,-0.00249844763165646,-2.2667660923322e-05,0.023283746813484,0.886315347388614,0.334158315925444
sorting_additive_bias,154,0.05,0.1,score_high_bias,0.965738151117986,0.947067739369693,0.962444029326203,0.0153762899565105,0.1602,0.6018,0.2186,0.264539714190761,0.735460285809239,0.458371454711802,0.541628545288198,0.0119504184916829,0.00426292568071359,0.00842260529381512,0.000188785127608628,0.0933173887802114,0.3832,1916,0.3242,0.059,1621,295,0.846033402922756,0.153966597077244,0.0161604464199465,-0.000784156463435988,-0.0401260176318124,0.0442186922844011,0.886315347388614,0.428553932416548
sorting_additive_bias,154,0.08,-0.1,score_low_bias,0.965738151117986,0.962356422673261,0.961055222406526,-0.0013012002667353,0.1602,0.0042,0.2102,0.80952380952381,0.19047619047619,0.412940057088487,0.587059942911513,0.0142582938651619,0.00495843505019886,0.0141291164179725,0.00156081717691347,-0.105708930543274,0.206,1030,0.0834,0.1226,417,613,0.404854368932039,0.595145631067961,0.00220355826624954,-0.00350475853298485,-0.00631650614920053,0.0277102757244387,0.80658524679141,0.208626704460955
sorting_additive_bias,154,0.08,0.1,score_high_bias,0.965738151117986,0.942807691198049,0.961055222406526,0.0182475312084766,0.1602,0.6018,0.2102,0.255234297108674,0.744765702891326,0.412940057088487,0.587059942911513,0.0142582938651619,0.00495843505019886,0.0102754458158533,0.00156081717691347,0.0942910694567261,0.3916,1958,0.3248,0.0668,1624,334,0.829417773237998,0.170582226762002,0.0193737815676522,-0.00112625035917563,-0.0465973728510639,0.0523494175863838,0.80658524679141,0.28364099139673
sorting_additive_bias,154,0.12,-0.1,score_low_bias,0.965738151117986,0.962267679303907,0.96236829873333,0.000100619429423188,0.1602,0.0042,0.036,0.523809523809524,0.476190476190476,0.488888888888889,0.511111111111111,0.0180544962619346,0.00874929353725925,0.0132581108294882,0.000221740480071142,-0.0668012265426718,0.0318,159,0.0154,0.0164,77,82,0.484276729559749,0.515723270440252,0.000476794192979037,-0.000376174763555937,0.00316413300072643,0.0268229231614772,0.712722694172908,-0.0716981132075472
sorting_additive_bias,154,0.12,0.1,score_high_bias,0.965738151117986,0.936802140204757,0.96236829873333,0.0255661585285725,0.1602,0.6018,0.036,0.242605516782984,0.757394483217016,0.488888888888889,0.511111111111111,0.0180544962619346,0.00874929353725925,0.00940444022736897,0.000221740480071142,0.133198773457328,0.5658,2829,0.4374,0.1284,2187,642,0.773064687168611,0.226935312831389,0.0283391656000312,-0.00277300707145886,-0.0451858581275581,0.0549879333182929,0.712722694172908,0.312496089136922
sorting_additive_bias,155,0,-0.1,score_low_bias,0.965155571919042,0.962130437743523,0.964949677855095,0.0028192401115722,0.1526,0.0024,0.2114,1,0,0.721854304635762,0.278145695364238,0.01,0.00204367265379803,0.00966460041074773,0.000514225396229853,-0.107023748959074,0.209,1045,0.1502,0.0588,751,294,0.71866028708134,0.28133971291866,0.00302513417551941,-0.000205894063947249,0.0134891871367089,0.015459465260606,1,1
sorting_additive_bias,155,0,0.1,score_high_bias,0.965155571919042,0.949643346674008,0.964949677855095,0.0153063311810866,0.1526,0.5882,0.2114,0.259435566133968,0.740564433866032,0.721854304635762,0.278145695364238,0.01,0.00204367265379803,0.0122984886531343,0.000514225396229853,0.0929762510409258,0.3768,1884,0.3768,0,1884,0,1,0,0.0153063311810866,0,-0.0406218980389771,0.0406218980389771,1,1
sorting_additive_bias,155,0.02,-0.1,score_low_bias,0.965155571919042,0.962113780377396,0.964047030947455,0.001933250570059,0.1526,0.0024,0.1916,1,0,0.622129436325679,0.377870563674322,0.0103693832851477,0.00205004183952888,0.0103534516782875,0.00123597849076576,-0.104699158311128,0.1892,946,0.1168,0.0724,584,362,0.617336152219873,0.382663847780127,0.00274765198326488,-0.0008144014132059,0.0102180262688107,0.0188269207001627,0.96805851248234,0.631034796919721
sorting_additive_bias,155,0.02,0.1,score_high_bias,0.965155571919042,0.949175961475969,0.964047030947455,0.0148710694714856,0.1526,0.5882,0.1916,0.259435566133968,0.740564433866032,0.622129436325679,0.377870563674322,0.0103693832851477,0.00205004183952888,0.0129873399206741,0.00123597849076576,0.0953008416888722,0.3966,1983,0.3632,0.0334,1816,167,0.91578416540595,0.0842158345940494,0.0151652090298669,-0.000294139558381334,-0.0374963930193787,0.0389796989113673,0.96805851248234,0.775064012806981
sorting_additive_bias,155,0.05,-0.1,score_low_bias,0.965155571919042,0.962027093561767,0.962975710120496,0.000948616558729021,0.1526,0.0024,0.0702,0.916666666666667,0.0833333333333333,0.638176638176638,0.361823361823362,0.0119361168806346,0.00370333338168141,0.00960705168566028,0.000700624511086881,-0.0844378120480899,0.0678,339,0.0426,0.0252,213,126,0.628318584070796,0.371681415929204,0.00142452380254551,-0.000475907243816516,0.013991394671519,0.028029956436018,0.881941877709675,0.315636579813891
sorting_additive_bias,155,0.05,0.1,score_high_bias,0.965155571919042,0.946779799000653,0.962975710120496,0.0161959111198435,0.1526,0.5882,0.0702,0.258415504930296,0.741584495069704,0.638176638176638,0.361823361823362,0.0119361168806346,0.00370333338168141,0.0122409399280469,0.000700624511086881,0.11556218795191,0.518,2590,0.4108,0.1072,2054,536,0.793050193050193,0.206949806949807,0.0178970568258544,-0.00170114570601091,-0.0312662376830956,0.0378343678221338,0.881941877709675,0.446028844930382
sorting_additive_bias,155,0.08,-0.1,score_low_bias,0.965155571919042,0.961919833244306,0.961857210651043,-6.26225932621738e-05,0.1526,0.0024,0.1186,0.666666666666667,0.333333333333333,0.460370994940978,0.539629005059022,0.014276223632791,0.00552722219500735,0.00983053341910862,0.000902518969531406,-0.0954141681477801,0.1162,581,0.053,0.0632,265,316,0.456110154905336,0.543889845094664,0.00156669072585999,-0.00162931331912215,-0.000538920768176951,0.0275043377365072,0.812617709528708,0.217459814373027
sorting_additive_bias,155,0.08,0.1,score_high_bias,0.965155571919042,0.943038097083133,0.961857210651043,0.0188191135679104,0.1526,0.5882,0.1186,0.24957497449847,0.75042502550153,0.460370994940978,0.539629005059022,0.014276223632791,0.00552722219500735,0.0124644216614952,0.000902518969531406,0.10458583185222,0.4696,2348,0.3774,0.0922,1887,461,0.80366269165247,0.19633730834753,0.0204276534918128,-0.00160853992390235,-0.040074773355857,0.0469254544627665,0.812617709528708,0.311264877600516
sorting_additive_bias,155,0.12,-0.1,score_low_bias,0.965155571919042,0.961888599601972,0.9619384196565,4.9820054528249e-05,0.1526,0.0024,0.0048,0.583333333333333,0.416666666666667,0.583333333333333,0.416666666666667,0.0183844026578103,0.00851760509962946,0.0100051849792967,0.000658677551093469,-0.0151214616247568,0.0024,12,0.0014,0.001,7,5,0.583333333333333,0.416666666666667,6.8404859467112e-05,-1.85848049388697e-05,0.0207583560534343,0.0362456935024924,0.727690817011633,0.468531468531469
sorting_additive_bias,155,0.12,0.1,score_high_bias,0.965155571919042,0.937540122141445,0.9619384196565,0.0243982975150547,0.1526,0.5882,0.0048,0.241754505270316,0.758245494729684,0.583333333333333,0.416666666666667,0.0183844026578103,0.00851760509962946,0.0126390732216833,0.000658677551093469,0.184878538375243,0.5834,2917,0.444,0.1394,2220,697,0.761055879328077,0.238944120671923,0.0274082177276096,-0.00300992021255489,-0.0418208733545676,0.052139420535078,0.727690817011633,0.315503039255293
sorting_additive_bias,156,0,-0.1,score_low_bias,0.964964410535337,0.961790593494738,0.964751446557128,0.00296085306239069,0.1594,0.0028,0.2168,1,0,0.735239852398524,0.264760147601476,0.01,0.000774754241173953,0.00814421106355731,0.00100412627870468,-0.107691596949456,0.214,1070,0.1566,0.0574,783,287,0.73177570093458,0.268224299065421,0.00317381704059967,-0.000212963978208918,0.0138357619737886,0.0158260795271429,1,1
sorting_additive_bias,156,0,0.1,score_high_bias,0.964964410535337,0.949154469235537,0.964751446557128,0.0155969773215919,0.1594,0.5986,0.2168,0.266288005345807,0.733711994654193,0.735239852398524,0.264760147601476,0.01,0.000774754241173953,0.0130378868750994,0.00100412627870468,0.0923084030505436,0.3818,1909,0.3818,0,1909,0,1,0,0.0155969773215919,0,-0.0408511716123413,0.0408511716123413,1,1
sorting_additive_bias,156,0.02,-0.1,score_low_bias,0.964964410535337,0.961773068739431,0.962285102684675,0.000512033945244239,0.1594,0.0028,0.0096,1,0,1,0,0.0103636952290471,0.00117264596803371,0.00885099563514324,0.000663975946127882,-0.0297890785229945,0.0068,34,0.0068,0,34,0,1,0,0.000512033945244233,0,0.0752991095947402,0.0752991095947402,0.966471172770847,0.507410236822001
sorting_additive_bias,156,0.02,0.1,score_high_bias,0.964964410535337,0.94877114108437,0.962285102684675,0.0135139616003045,0.1594,0.5986,0.0096,0.266288005345807,0.733711994654193,1,0,0.0103636952290471,0.00117264596803371,0.0137446714466853,0.000663975946127882,0.170210921477005,0.589,2945,0.4392,0.1498,2196,749,0.745670628183362,0.254329371816638,0.0161932694509668,-0.00267930785066234,-0.0229439076405849,0.0320417271674519,0.966471172770847,0.84313464968533
sorting_additive_bias,156,0.05,-0.1,score_low_bias,0.964964410535337,0.961629149561334,0.962590960469795,0.000961810908461702,0.1594,0.0028,0.0432,1,0,0.708333333333333,0.291666666666667,0.0119100925665418,0.00315510207968788,0.0082128928390102,0.00107229683628438,-0.0728777974729201,0.0404,202,0.0278,0.0126,139,63,0.688118811881188,0.311881188118812,0.00114654087319917,-0.000184729964737412,0.0238072007044989,0.0329522484637768,0.885967487054699,0.229252945145996
sorting_additive_bias,156,0.05,0.1,score_high_bias,0.964964410535337,0.946482015398498,0.962590960469795,0.0161089450712969,0.1594,0.5986,0.0432,0.264951553625125,0.735048446374875,0.708333333333333,0.291666666666667,0.0119100925665418,0.00315510207968788,0.0131065686505523,0.00107229683628438,0.12712220252708,0.5554,2777,0.4274,0.128,2137,640,0.769535469931581,0.230464530068419,0.0182925915649647,-0.00218364649366778,-0.0290042223105814,0.036867551419936,0.885967487054699,0.51484199860884
sorting_additive_bias,156,0.08,-0.1,score_low_bias,0.964964410535337,0.961582379328477,0.961897075144494,0.00031469581601673,0.1594,0.0028,0.0794,0.857142857142857,0.142857142857143,0.491183879093199,0.508816120906801,0.0143787149730405,0.00526872892611063,0.00832038107974657,0.000869180357907387,-0.0859005008337562,0.0766,383,0.0366,0.04,183,200,0.477806788511749,0.522193211488251,0.00122276765414849,-0.000908071838131691,0.00410830047019322,0.0278177479409945,0.808857898370316,0.141933473336705
sorting_additive_bias,156,0.08,0.1,score_high_bias,0.964964410535337,0.942291802116075,0.961897075144494,0.0196052730284186,0.1594,0.5986,0.0794,0.257266956231206,0.742733043768794,0.491183879093199,0.508816120906801,0.0143787149730405,0.00526872892611063,0.0132140568912887,0.000869180357907387,0.114099499166244,0.5192,2596,0.4042,0.115,2021,575,0.778505392912173,0.221494607087827,0.0217015614043028,-0.00209628837588419,-0.0377605412719927,0.045835612057371,0.808857898370316,0.36695771767422
sorting_additive_bias,156,0.12,-0.1,score_low_bias,0.964964410535337,0.961482757265964,0.961452820292152,-2.99369738124833e-05,0.1594,0.0028,2e-04,0.642857142857143,0.357142857142857,1,0,0.0182951256955365,0.00814116453657523,0.00838490564387134,0.00100847098644796,0.0568626690621321,0.0026,13,0.001,0.0016,5,8,0.384615384615385,0.615384615384615,2.42837682567194e-05,-5.422074206918e-05,0.0115142206971002,0.0301940424330383,0.721071692298868,0.368131868131868
sorting_additive_bias,156,0.12,0.1,score_high_bias,0.964964410535337,0.936788066110192,0.961452820292152,0.0246647541819599,0.1594,0.5986,2e-04,0.244236551954561,0.755763448045439,1,0,0.0182951256955365,0.00814116453657523,0.0132785814554134,0.00100847098644796,0.256862669062132,0.5984,2992,0.4524,0.146,2262,730,0.756016042780749,0.243983957219251,0.0280003184462921,-0.0033355642643322,-0.0412178378709223,0.0523661141554551,0.721071692298868,0.357410651726088
sorting_additive_bias,157,0,-0.1,score_low_bias,0.965092737091463,0.962143583747475,0.964800758251604,0.00265717450412906,0.1472,0.0034,0.2134,1,0,0.689784442361762,0.310215557638238,0.01,0.00117427329926423,0.0109569350382864,0.000428801003860423,-0.109084522152336,0.21,1050,0.1438,0.0662,719,331,0.684761904761905,0.315238095238095,0.00294915334398727,-0.000291978839858305,0.0126532119244237,0.015433962780217,1,1
sorting_additive_bias,157,0,0.1,score_high_bias,0.965092737091463,0.949321190065584,0.964800758251604,0.0154795681860205,0.1472,0.5804,0.2134,0.253618194348725,0.746381805651275,0.689784442361762,0.310215557638238,0.01,0.00117427329926423,0.010413897989525,0.000428801003860423,0.0909154778476641,0.367,1835,0.367,0,1835,0,1,0,0.0154795681860205,0,-0.0421786599074127,0.0421786599074127,1,1
sorting_additive_bias,157,0.02,-0.1,score_low_bias,0.965092737091463,0.962129127941249,0.963449067035578,0.00131993909432937,0.1472,0.0034,0.0312,1,0,0.967948717948718,0.0320512820512821,0.0103707391040217,0.00117257269992752,0.0108102658745121,0.000422292920860425,-0.0662670535086809,0.0278,139,0.0268,0.001,134,5,0.964028776978417,0.0359712230215827,0.00133328620933052,-1.33471150011329e-05,0.0474798235370283,0.0484400476378293,0.96928975870759,0.636216989141606
sorting_additive_bias,157,0.02,0.1,score_high_bias,0.965092737091463,0.94893054812065,0.963449067035578,0.0145185189149278,0.1472,0.5804,0.0312,0.253618194348725,0.746381805651275,0.967948717948718,0.0320512820512821,0.0103707391040217,0.00117257269992752,0.0102672288257507,0.000422292920860425,0.133732946491319,0.5492,2746,0.4322,0.117,2161,585,0.786962855061908,0.213037144938092,0.0161488418558115,-0.00163032294088363,-0.0264357591313327,0.0323728419459125,0.96928975870759,0.829150310648244
sorting_additive_bias,157,0.05,-0.1,score_low_bias,0.965092737091463,0.961914757481759,0.962298587727652,0.000383830245892725,0.1472,0.0034,0.1822,0.882352941176471,0.117647058823529,0.497255762897914,0.502744237102086,0.0119383007582426,0.00358314409877673,0.0106145409230152,0.000592396723493516,-0.104549060368516,0.1788,894,0.0876,0.0912,438,456,0.48993288590604,0.51006711409396,0.00242902587714362,-0.00204519563125091,0.00214670159895249,0.0250236102259202,0.893037637449505,0.268722477614185
sorting_additive_bias,157,0.05,0.1,score_high_bias,0.965092737091463,0.946341850891035,0.962298587727652,0.0159567368366171,0.1472,0.5804,0.1822,0.251895244658856,0.748104755341144,0.497255762897914,0.502744237102086,0.0119383007582426,0.00358314409877673,0.0100715038742538,0.000592396723493516,0.0954509396314841,0.3982,1991,0.3426,0.0556,1713,278,0.860371672526369,0.139628327473631,0.0166922951025917,-0.000735558265974521,-0.0400721668423334,0.0437665830451185,0.893037637449505,0.430965514823365
sorting_additive_bias,157,0.08,-0.1,score_low_bias,0.965092737091463,0.961856380006322,0.960736216903328,-0.00112016310299445,0.1472,0.0034,0.1934,0.764705882352941,0.235294117647059,0.404343329886246,0.595656670113754,0.014316219078989,0.00464389981611164,0.0110159408302244,0.000705707491914253,-0.106248069727619,0.19,950,0.0756,0.1144,378,572,0.397894736842105,0.602105263157895,0.00208855962705257,-0.00320872273004708,-0.00589559527891844,0.0278804334584192,0.828397700655908,0.20161097947856
sorting_additive_bias,157,0.08,0.1,score_high_bias,0.965092737091463,0.9426845839031,0.960736216903328,0.0180516330002281,0.1472,0.5804,0.1934,0.246381805651275,0.753618194348725,0.404343329886246,0.595656670113754,0.014316219078989,0.00464389981611164,0.010472903781463,0.000705707491914253,0.0937519302723805,0.387,1935,0.3222,0.0648,1611,324,0.832558139534884,0.167441860465116,0.019129526756287,-0.00107789375605896,-0.0466450465122173,0.052215556879447,0.828397700655908,0.33287746217794
sorting_additive_bias,157,0.12,-0.1,score_low_bias,0.965092737091463,0.961766831389889,0.961745779471818,-2.10519180715574e-05,0.1472,0.0034,0.0014,0.470588235294118,0.529411764705882,0.285714285714286,0.714285714285714,0.0184814049954174,0.0080930366453396,0.0116480254735604,0.0013534366915783,0.0205015447346521,0.002,10,8e-04,0.0012,4,6,0.4,0.6,1.80942418200253e-05,-3.91461598915668e-05,0.0105259590357707,0.0286202008557961,0.713208076720323,-0.0181818181818182
sorting_additive_bias,157,0.12,0.1,score_high_bias,0.965092737091463,0.93646166583412,0.961745779471818,0.0252841136376979,0.1472,0.5804,0.0014,0.231909028256375,0.768090971743625,0.285714285714286,0.714285714285714,0.0184814049954174,0.0080930366453396,0.011104988424799,0.0013534366915783,0.220501544734652,0.579,2895,0.4448,0.1342,2224,671,0.768221070811744,0.231778929188256,0.0284153758705013,-0.00313126223280343,-0.0436685900478373,0.0544846944789373,0.713208076720323,0.301527031675267
sorting_additive_bias,158,0,-0.1,score_low_bias,0.964785195575953,0.961725020047928,0.964433391258873,0.00270837121094569,0.1522,0.0028,0.2298,1,0,0.662315056570931,0.337684943429069,0.01,0.00187076704155618,0.0113609517317913,0.00115391906719658,-0.109572713532279,0.227,1135,0.1494,0.0776,747,388,0.658149779735683,0.341850220264317,0.00306017552802496,-0.000351804317079269,0.0119311507090118,0.0150307482163182,1,1
sorting_additive_bias,158,0,0.1,score_high_bias,0.964785195575953,0.948656075709502,0.964433391258873,0.0157773155493711,0.1522,0.5892,0.2298,0.258316361167685,0.741683638832315,0.662315056570931,0.337684943429069,0.01,0.00187076704155618,0.0102094532244828,0.00115391906719658,0.0904272864677208,0.3594,1797,0.3594,0,1797,0,1,0,0.0157773155493711,0,-0.0438990415953563,0.0438990415953563,1,1
sorting_additive_bias,158,0.02,-0.1,score_low_bias,0.964785195575953,0.961702705509935,0.963911993644163,0.0022092881342286,0.1522,0.0028,0.0884,1,0,0.859728506787331,0.14027149321267,0.0103677047442414,0.00509036058848276,0.011739592725606,0.00160950061143395,-0.0893801715374552,0.0856,428,0.0732,0.0124,366,62,0.855140186915888,0.144859813084112,0.00231281012604587,-0.000103521991817262,0.0258094408204277,0.0282281789469992,0.970075444819018,0.60612606330394
sorting_additive_bias,158,0.02,0.1,score_high_bias,0.964785195575953,0.948266087528649,0.963911993644163,0.015645906115514,0.1522,0.5892,0.0884,0.258316361167685,0.741683638832315,0.859728506787331,0.14027149321267,0.0103677047442414,0.00509036058848276,0.0105880942182976,0.00160950061143395,0.110619828462545,0.5008,2504,0.4246,0.0762,2123,381,0.847843450479233,0.152156549520767,0.0164155860554861,-0.000769679939972028,-0.0312418253105312,0.0343156269877358,0.970075444819018,0.811210497967762
sorting_additive_bias,158,0.05,-0.1,score_low_bias,0.964785195575953,0.961572808944551,0.961847411322333,0.000274602377781874,0.1522,0.0028,0.188,0.857142857142857,0.142857142857143,0.476595744680851,0.523404255319149,0.0119218687682909,0.00303894468824047,0.0113298669333267,0.00103624425820734,-0.103929208182236,0.1852,926,0.0872,0.098,436,490,0.470842332613391,0.529157667386609,0.00236767494622677,-0.00209307256844489,0.00148273422128446,0.0240861096904517,0.893982145007286,0.35333545292236
sorting_additive_bias,158,0.05,0.1,score_high_bias,0.964785195575953,0.946036176751982,0.961847411322333,0.0158112345703509,0.1522,0.5892,0.188,0.256619144602851,0.743380855397149,0.476595744680851,0.523404255319149,0.0119218687682909,0.00303894468824047,0.0101783684260183,0.00103624425820734,0.0960707918177643,0.4012,2006,0.3396,0.0616,1698,308,0.846460618145563,0.153539381854437,0.0166433066918935,-0.000832072121542547,-0.0394098568553114,0.0435577737124527,0.893982145007286,0.451509794857141
sorting_additive_bias,158,0.08,-0.1,score_low_bias,0.964785195575953,0.961469108560153,0.961889386236299,0.000420277676145941,0.1522,0.0028,0.0244,0.642857142857143,0.357142857142857,0.647540983606557,0.352459016393443,0.0143675559701314,0.00502166020634953,0.0113844284777015,0.000467496536674583,-0.0588982148941994,0.0216,108,0.014,0.0076,70,38,0.648148148148148,0.351851851851852,0.000567860493549535,-0.000147582817403658,0.0194572998215684,0.0331223755070923,0.815759062646362,0.0617051073194433
sorting_additive_bias,158,0.08,0.1,score_high_bias,0.964785195575953,0.942149945390027,0.961889386236299,0.0197394408462712,0.1522,0.5892,0.0244,0.249151391717583,0.750848608282417,0.647540983606557,0.352459016393443,0.0143675559701315,0.00502166020634953,0.010232929970393,0.000467496536674583,0.141101785105801,0.5648,2824,0.4338,0.131,2169,655,0.768059490084986,0.231940509915014,0.022391639062318,-0.00265219821604686,-0.0349494349261175,0.044341071668493,0.815759062646362,0.383216493783
sorting_additive_bias,158,0.12,-0.1,score_low_bias,0.964785195575953,0.96148045281996,0.9614699785621,-1.04742578600492e-05,0.1522,0.0028,0.0018,0.571428571428571,0.428571428571429,0.666666666666667,0.333333333333333,0.0182572522388811,0.00835630853330034,0.0133937565037356,0.00157501098448659,0.0158191965255678,0.001,5,6e-04,4e-04,3,2,0.6,0.4,2.32268874613752e-05,-3.3701145321356e-05,0.0104742578599808,0.0569280327827312,0.733133174541327,-0.6
sorting_additive_bias,158,0.12,0.1,score_high_bias,0.964785195575953,0.936883717273501,0.9614699785621,0.0245862612885983,0.1522,0.5892,0.0018,0.241344195519348,0.758655804480652,0.666666666666667,0.333333333333333,0.0182572522388811,0.00835630853330034,0.0122422579964271,0.00157501098448659,0.215819196525568,0.5874,2937,0.4464,0.141,2232,705,0.759959141981614,0.240040858018386,0.0277651368019442,-0.00317887551334592,-0.0418560798239671,0.0526796260049202,0.733133174541327,0.33658567555532
sorting_additive_bias,159,0,-0.1,score_low_bias,0.965688829077907,0.962399184656397,0.965649036714312,0.00324985205791573,0.16,0.0036,0.1344,1,0,1,0,0.01,0.00202000326922132,0.00647839235212841,0.00102249706860754,-0.0964939949203858,0.1308,654,0.1308,0,654,0,1,0,0.00324985205791568,0,0.0248459637455327,0.0248459637455327,1,1
sorting_additive_bias,159,0,0.1,score_high_bias,0.965688829077907,0.949453367052515,0.965649036714312,0.0161956696617974,0.16,0.6046,0.1344,0.264637777042673,0.735362222957327,1,0,0.01,0.00202000326922132,0.0151145725598033,0.00102249706860754,0.103506005079614,0.4702,2351,0.4446,0.0256,2223,128,0.945555082943428,0.0544449170565717,0.0162354620253921,-3.97923635946942e-05,-0.0344442145082888,0.0346134716907418,1,1
sorting_additive_bias,159,0.02,-0.1,score_low_bias,0.965688829077907,0.962384582017739,0.964470128344876,0.00208554632713631,0.16,0.0036,0.07,1,0,0.905714285714286,0.0942857142857143,0.0103536156129696,0.00244602512332131,0.00659974782677186,0.000816604925283344,-0.0829128585199795,0.0664,332,0.0598,0.0066,299,33,0.900602409638554,0.0993975903614458,0.00213986969155682,-5.43233644205517e-05,0.0314088302279558,0.0330450761442375,0.968086039715442,0.679880623170399
sorting_additive_bias,159,0.02,0.1,score_high_bias,0.965688829077907,0.94909936131507,0.964470128344876,0.0153707670298052,0.16,0.6046,0.07,0.264637777042673,0.735362222957327,0.905714285714286,0.0942857142857143,0.0103536156129696,0.00244602512332131,0.0152359280344467,0.000816604925283344,0.117087141480021,0.5346,2673,0.438,0.0966,2190,483,0.819304152637486,0.180695847362514,0.0165351443984161,-0.00116437736861089,-0.0287519024126547,0.0331079718799607,0.968086039715442,0.819914218012002
sorting_additive_bias,159,0.05,-0.1,score_low_bias,0.965688829077907,0.962284934365725,0.962827474007281,0.000542539641556261,0.16,0.0036,0.1784,1,0,0.492152466367713,0.507847533632287,0.0118441706082051,0.00341560859369161,0.00652525363252168,0.00146435968956614,-0.101994638795966,0.1748,874,0.0842,0.0906,421,453,0.481693363844394,0.518306636155606,0.0023806434378338,-0.00183810379627758,0.0031037736931134,0.0241347095772963,0.890913086324524,0.333695421880564
sorting_additive_bias,159,0.05,0.1,score_high_bias,0.965688829077907,0.947127210259241,0.962827474007281,0.0157002637480406,0.16,0.6046,0.1784,0.263976182600066,0.736023817399934,0.492152466367713,0.507847533632287,0.0118441706082051,0.00341560859369161,0.0151614338401966,0.00146435968956614,0.0980053612040343,0.4262,2131,0.3544,0.0718,1772,359,0.831534490849366,0.168465509150634,0.0167221760181509,-0.00102191227011037,-0.0368377844862519,0.0416332432854559,0.890913086324524,0.463100096445547
sorting_additive_bias,159,0.08,-0.1,score_low_bias,0.965688829077907,0.962142859865549,0.96249855458255,0.000355694717000366,0.16,0.0036,0.045,0.833333333333333,0.166666666666667,0.582222222222222,0.417777777777778,0.0142325274173787,0.00547871296164048,0.007314664582299,0.00213995855386631,-0.0713823726658486,0.0414,207,0.0232,0.0182,116,91,0.560386473429952,0.439613526570048,0.00073110169191341,-0.000375406974913125,0.00859165983092476,0.0267272624837327,0.816522552500902,0.0883121732636296
sorting_additive_bias,159,0.08,0.1,score_high_bias,0.965688829077907,0.943129424432205,0.96249855458255,0.0193691301503444,0.16,0.6046,0.045,0.258352629837909,0.741647370162091,0.582222222222222,0.417777777777778,0.0142325274173787,0.00547871296164048,0.0159508447899739,0.00213995855386631,0.128617627334151,0.5596,2798,0.4296,0.13,2148,650,0.767691208005718,0.232308791994282,0.0221220101947088,-0.00275288004436444,-0.0346124555938962,0.0444511977109957,0.816522552500902,0.383755313346333
sorting_additive_bias,159,0.12,-0.1,score_low_bias,0.965688829077907,0.96203760677378,0.961992154968674,-4.54518051055119e-05,0.16,0.0036,0.0248,0.722222222222222,0.277777777777778,0.475806451612903,0.524193548387097,0.0186592742737483,0.00872244843595947,0.0074709044237687,0.00108791114051234,-0.056217452293306,0.0212,106,0.0092,0.012,46,60,0.433962264150943,0.566037735849057,0.000225395649447409,-0.000270847454552932,-0.00214395307101519,0.0234076935849217,0.7186074948883,0.0606947628284253
sorting_additive_bias,159,0.12,0.1,score_high_bias,0.965688829077907,0.936763905195138,0.961992154968674,0.0252282497735367,0.16,0.6046,0.0248,0.245451538207079,0.754548461792921,0.475806451612903,0.524193548387097,0.0186592742737483,0.00872244843595947,0.0161070846314436,0.00108791114051234,0.143782547706694,0.5798,2899,0.4432,0.1366,2216,683,0.764401517764747,0.235598482235254,0.0284685488658026,-0.00324029909226586,-0.0435119865014431,0.0546892858883554,0.7186074948883,0.31720034182879
sorting_additive_bias,160,0,-0.1,score_low_bias,0.964851907056505,0.961687129118658,0.964188788707298,0.0025016595886399,0.162,0.0024,0.262,1,0,0.618320610687023,0.381679389312977,0.01,0.00217364159296441,0.00956403060770535,0.00128061330746243,-0.113141154599506,0.2596,1298,0.1596,0.1,798,500,0.614791987673344,0.385208012326656,0.00316477793784703,-0.000663118349207162,0.00963659317657885,0.0147453632012873,1,1
sorting_additive_bias,160,0,0.1,score_high_bias,0.964851907056505,0.948420229278383,0.964188788707298,0.015768559428915,0.162,0.6074,0.262,0.266710569641093,0.733289430358907,0.618320610687023,0.381679389312977,0.01,0.00217364159296441,0.0111830912290997,0.00128061330746243,0.0868588454004943,0.3454,1727,0.3454,0,1727,0,1,0,0.015768559428915,0,-0.0456530383002751,0.0456530383002751,1,1
