sample_size,learner,calibration_method,raw_bin,raw_bin_mid,raw_bin_lower,raw_bin_upper,corrected_rate,wrong_rate,total_flip_rate,count
2000,RF,Causal Isotonic,15,-0.306130946048506,-0.321802724345134,-0.291001867610123,0,0,0,19860
2000,RF,Causal Isotonic,20,-0.151986161291017,-0.167796138177871,-0.136995589276667,0,0,0,34937
2000,RF,Causal Isotonic,8,-0.521826305724375,-0.537405754549659,-0.506612599631086,0,0,0,10735
2000,RF,Causal Isotonic,1,-0.736861354818937,-0.753021257741133,-0.722220533849496,0,0,0,3656
2000,RF,Causal Isotonic,11,-0.429374525545868,-0.445007276072218,-0.414208199254308,0,0,0,14140
2000,RF,Causal Isotonic,30,0.154346033847402,0.140222775713584,0.171017436404451,0.37520583392143,-0.231945424605975,0.607151258527405,4251
2000,RF,Causal Isotonic,6,-0.583127226630469,-0.599006673636388,-0.568219533744148,0,0,0,8551
2000,RF,Causal Isotonic,2,-0.706240271441109,-0.722211467635205,-0.691421842432549,0,0,0,4615
2000,RF,Causal Isotonic,3,-0.675305430937788,-0.691390673965975,-0.660619355297649,0,0,0,5577
2000,RF,Causal Isotonic,5,-0.614112450407245,-0.629815224408672,-0.599018905697808,0,0,0,7454
2000,RF,Causal Isotonic,4,-0.644882212460682,-0.660586928612898,-0.629816590187014,0,0,0,6516
5000,GLMnet,Causal Isotonic,12,-0.189492765915414,-0.197672995406429,-0.18131022974332,0,0,0,35739
5000,GLMnet,Causal Isotonic,16,-0.12401537494751,-0.132218554289584,-0.115855293500135,0,0,0,35901
5000,GLMnet,Causal Isotonic,14,-0.156735211375002,-0.16494504874976,-0.148582493464954,0,0,0,35797
5000,GLMnet,Causal Isotonic,5,-0.303789468511807,-0.312218028589752,-0.295856173107455,0,0,0,26631
5000,GLMnet,Causal Isotonic,13,-0.173165810796761,-0.181308978349341,-0.164946556054974,0,0,0,35679
